participant,participant_order,participant_session,condition,condition_session,source_file,event,count
4,TouchFirst,1,ScreenTouch,1,user_events_20260610_155503_229.tsv,touch_started,23
4,TouchFirst,1,ScreenTouch,1,user_events_20260610_155503_229.tsv,touch_ended,23
4,TouchFirst,1,ScreenTouch,1,user_events_20260610_155503_229.tsv,candidate_changed,22
4,TouchFirst,1,ScreenTouch,1,user_events_20260610_155503_229.tsv,mode_changed,14
4,TouchFirst,1,ScreenTouch,1,user_events_20260610_155503_229.tsv,pose_tracking_lost,5
4,TouchFirst,1,ScreenTouch,1,user_events_20260610_155503_229.tsv,pose_tracking_restored,5
4,TouchFirst,1,ScreenTouch,1,user_events_20260610_155503_229.tsv,selection_confirmed,3
4,TouchFirst,1,ScreenTouch,1,user_events_20260610_155503_229.tsv,detail_entered,3
4,TouchFirst,1,ScreenTouch,1,user_events_20260610_155503_229.tsv,detail_exited,2
4,TouchFirst,1,ScreenTouch,1,user_events_20260610_155503_229.tsv,space_pressed,2
4,TouchFirst,1,ScreenTouch,1,user_events_20260610_155503_229.tsv,session_start,1
4,TouchFirst,1,ScreenTouch,1,user_events_20260610_155503_229.tsv,intro_back_clicked,1
4,TouchFirst,1,ScreenTouch,1,user_events_20260610_155503_229.tsv,session_end,1
4,TouchFirst,2,ScreenTouch,2,user_events_20260610_155739_340.tsv,touch_started,33
4,TouchFirst,2,ScreenTouch,2,user_events_20260610_155739_340.tsv,touch_ended,33
4,TouchFirst,2,ScreenTouch,2,user_events_20260610_155739_340.tsv,candidate_changed,22
4,TouchFirst,2,ScreenTouch,2,user_events_20260610_155739_340.tsv,mode_changed,15
4,TouchFirst,2,ScreenTouch,2,user_events_20260610_155739_340.tsv,selection_confirmed,7
4,TouchFirst,2,ScreenTouch,2,user_events_20260610_155739_340.tsv,detail_entered,7
4,TouchFirst,2,ScreenTouch,2,user_events_20260610_155739_340.tsv,detail_exited,5
4,TouchFirst,2,ScreenTouch,2,user_events_20260610_155739_340.tsv,pose_tracking_lost,2
4,TouchFirst,2,ScreenTouch,2,user_events_20260610_155739_340.tsv,pose_tracking_restored,2
4,TouchFirst,2,ScreenTouch,2,user_events_20260610_155739_340.tsv,space_pressed,2
4,TouchFirst,2,ScreenTouch,2,user_events_20260610_155739_340.tsv,session_start,1
4,TouchFirst,2,ScreenTouch,2,user_events_20260610_155739_340.tsv,intro_back_clicked,1
4,TouchFirst,2,ScreenTouch,2,user_events_20260610_155739_340.tsv,session_end,1
4,TouchFirst,3,ScreenTouch,3,user_events_20260610_160000_702.tsv,mode_changed,19
4,TouchFirst,3,ScreenTouch,3,user_events_20260610_160000_702.tsv,candidate_changed,12
4,TouchFirst,3,ScreenTouch,3,user_events_20260610_160000_702.tsv,pose_tracking_lost,9
4,TouchFirst,3,ScreenTouch,3,user_events_20260610_160000_702.tsv,pose_tracking_restored,9
4,TouchFirst,3,ScreenTouch,3,user_events_20260610_160000_702.tsv,touch_started,6
4,TouchFirst,3,ScreenTouch,3,user_events_20260610_160000_702.tsv,touch_ended,6
4,TouchFirst,3,ScreenTouch,3,user_events_20260610_160000_702.tsv,selection_confirmed,2
4,TouchFirst,3,ScreenTouch,3,user_events_20260610_160000_702.tsv,detail_entered,2
4,TouchFirst,3,ScreenTouch,3,user_events_20260610_160000_702.tsv,space_pressed,2
4,TouchFirst,3,ScreenTouch,3,user_events_20260610_160000_702.tsv,session_start,1
4,TouchFirst,3,ScreenTouch,3,user_events_20260610_160000_702.tsv,intro_back_clicked,1
4,TouchFirst,3,ScreenTouch,3,user_events_20260610_160000_702.tsv,session_end,1
4,TouchFirst,4,MoveDistance,1,user_events_20260610_160513_121.tsv,candidate_changed,44
4,TouchFirst,4,MoveDistance,1,user_events_20260610_160513_121.tsv,mode_changed,16
4,TouchFirst,4,MoveDistance,1,user_events_20260610_160513_121.tsv,touch_started,10
4,TouchFirst,4,MoveDistance,1,user_events_20260610_160513_121.tsv,touch_ended,10
4,TouchFirst,4,MoveDistance,1,user_events_20260610_160513_121.tsv,selection_confirmed,5
4,TouchFirst,4,MoveDistance,1,user_events_20260610_160513_121.tsv,detail_entered,5
4,TouchFirst,4,MoveDistance,1,user_events_20260610_160513_121.tsv,detail_exited,5
4,TouchFirst,4,MoveDistance,1,user_events_20260610_160513_121.tsv,space_pressed,2
4,TouchFirst,4,MoveDistance,1,user_events_20260610_160513_121.tsv,session_start,1
4,TouchFirst,4,MoveDistance,1,user_events_20260610_160513_121.tsv,pose_tracking_lost,1
4,TouchFirst,4,MoveDistance,1,user_events_20260610_160513_121.tsv,pose_tracking_restored,1
4,TouchFirst,4,MoveDistance,1,user_events_20260610_160513_121.tsv,intro_back_clicked,1
4,TouchFirst,4,MoveDistance,1,user_events_20260610_160513_121.tsv,session_end,1
4,TouchFirst,5,MoveDistance,2,user_events_20260610_160655_592.tsv,mode_changed,12
4,TouchFirst,5,MoveDistance,2,user_events_20260610_160655_592.tsv,candidate_changed,11
4,TouchFirst,5,MoveDistance,2,user_events_20260610_160655_592.tsv,touch_started,7
4,TouchFirst,5,MoveDistance,2,user_events_20260610_160655_592.tsv,touch_ended,7
4,TouchFirst,5,MoveDistance,2,user_events_20260610_160655_592.tsv,selection_confirmed,4
4,TouchFirst,5,MoveDistance,2,user_events_20260610_160655_592.tsv,detail_entered,4
4,TouchFirst,5,MoveDistance,2,user_events_20260610_160655_592.tsv,detail_exited,3
4,TouchFirst,5,MoveDistance,2,user_events_20260610_160655_592.tsv,space_pressed,2
4,TouchFirst,5,MoveDistance,2,user_events_20260610_160655_592.tsv,session_start,1
4,TouchFirst,5,MoveDistance,2,user_events_20260610_160655_592.tsv,pose_tracking_lost,1
4,TouchFirst,5,MoveDistance,2,user_events_20260610_160655_592.tsv,pose_tracking_restored,1
4,TouchFirst,5,MoveDistance,2,user_events_20260610_160655_592.tsv,intro_back_clicked,1
4,TouchFirst,5,MoveDistance,2,user_events_20260610_160655_592.tsv,session_end,1
4,TouchFirst,6,MoveDistance,3,user_events_20260610_160750_683.tsv,candidate_changed,38
4,TouchFirst,6,MoveDistance,3,user_events_20260610_160750_683.tsv,mode_changed,31
4,TouchFirst,6,MoveDistance,3,user_events_20260610_160750_683.tsv,touch_started,18
4,TouchFirst,6,MoveDistance,3,user_events_20260610_160750_683.tsv,touch_ended,18
4,TouchFirst,6,MoveDistance,3,user_events_20260610_160750_683.tsv,selection_confirmed,9
4,TouchFirst,6,MoveDistance,3,user_events_20260610_160750_683.tsv,detail_entered,9
4,TouchFirst,6,MoveDistance,3,user_events_20260610_160750_683.tsv,detail_exited,8
4,TouchFirst,6,MoveDistance,3,user_events_20260610_160750_683.tsv,pose_tracking_lost,3
4,TouchFirst,6,MoveDistance,3,user_events_20260610_160750_683.tsv,pose_tracking_restored,3
4,TouchFirst,6,MoveDistance,3,user_events_20260610_160750_683.tsv,space_pressed,2
4,TouchFirst,6,MoveDistance,3,user_events_20260610_160750_683.tsv,session_start,1
4,TouchFirst,6,MoveDistance,3,user_events_20260610_160750_683.tsv,intro_back_clicked,1
4,TouchFirst,6,MoveDistance,3,user_events_20260610_160750_683.tsv,session_end,1
5,MoveFirst,1,MoveDistance,1,user_events_20260610_162625_771.tsv,candidate_changed,25
5,MoveFirst,1,MoveDistance,1,user_events_20260610_162625_771.tsv,mode_changed,10
5,MoveFirst,1,MoveDistance,1,user_events_20260610_162625_771.tsv,pose_tracking_lost,3
5,MoveFirst,1,MoveDistance,1,user_events_20260610_162625_771.tsv,pose_tracking_restored,3
5,MoveFirst,1,MoveDistance,1,user_events_20260610_162625_771.tsv,touch_started,3
5,MoveFirst,1,MoveDistance,1,user_events_20260610_162625_771.tsv,touch_ended,3
5,MoveFirst,1,MoveDistance,1,user_events_20260610_162625_771.tsv,selection_confirmed,2
5,MoveFirst,1,MoveDistance,1,user_events_20260610_162625_771.tsv,detail_entered,2
5,MoveFirst,1,MoveDistance,1,user_events_20260610_162625_771.tsv,space_pressed,2
5,MoveFirst,1,MoveDistance,1,user_events_20260610_162625_771.tsv,session_start,1
5,MoveFirst,1,MoveDistance,1,user_events_20260610_162625_771.tsv,detail_exited,1
5,MoveFirst,1,MoveDistance,1,user_events_20260610_162625_771.tsv,intro_back_clicked,1
5,MoveFirst,1,MoveDistance,1,user_events_20260610_162625_771.tsv,session_end,1
5,MoveFirst,2,MoveDistance,2,user_events_20260610_162749_055.tsv,candidate_changed,19
5,MoveFirst,2,MoveDistance,2,user_events_20260610_162749_055.tsv,mode_changed,8
5,MoveFirst,2,MoveDistance,2,user_events_20260610_162749_055.tsv,touch_started,3
5,MoveFirst,2,MoveDistance,2,user_events_20260610_162749_055.tsv,touch_ended,3
5,MoveFirst,2,MoveDistance,2,user_events_20260610_162749_055.tsv,pose_tracking_lost,2
5,MoveFirst,2,MoveDistance,2,user_events_20260610_162749_055.tsv,pose_tracking_restored,2
5,MoveFirst,2,MoveDistance,2,user_events_20260610_162749_055.tsv,selection_confirmed,2
5,MoveFirst,2,MoveDistance,2,user_events_20260610_162749_055.tsv,detail_entered,2
5,MoveFirst,2,MoveDistance,2,user_events_20260610_162749_055.tsv,space_pressed,2
5,MoveFirst,2,MoveDistance,2,user_events_20260610_162749_055.tsv,session_start,1
5,MoveFirst,2,MoveDistance,2,user_events_20260610_162749_055.tsv,detail_exited,1
5,MoveFirst,2,MoveDistance,2,user_events_20260610_162749_055.tsv,intro_back_clicked,1
5,MoveFirst,2,MoveDistance,2,user_events_20260610_162749_055.tsv,session_end,1
5,MoveFirst,3,MoveDistance,3,user_events_20260610_162839_480.tsv,candidate_changed,20
5,MoveFirst,3,MoveDistance,3,user_events_20260610_162839_480.tsv,mode_changed,8
5,MoveFirst,3,MoveDistance,3,user_events_20260610_162839_480.tsv,touch_started,3
5,MoveFirst,3,MoveDistance,3,user_events_20260610_162839_480.tsv,touch_ended,3
5,MoveFirst,3,MoveDistance,3,user_events_20260610_162839_480.tsv,pose_tracking_lost,2
5,MoveFirst,3,MoveDistance,3,user_events_20260610_162839_480.tsv,pose_tracking_restored,2
5,MoveFirst,3,MoveDistance,3,user_events_20260610_162839_480.tsv,selection_confirmed,2
5,MoveFirst,3,MoveDistance,3,user_events_20260610_162839_480.tsv,detail_entered,2
5,MoveFirst,3,MoveDistance,3,user_events_20260610_162839_480.tsv,space_pressed,2
5,MoveFirst,3,MoveDistance,3,user_events_20260610_162839_480.tsv,session_start,1
5,MoveFirst,3,MoveDistance,3,user_events_20260610_162839_480.tsv,detail_exited,1
5,MoveFirst,3,MoveDistance,3,user_events_20260610_162839_480.tsv,intro_back_clicked,1
5,MoveFirst,3,MoveDistance,3,user_events_20260610_162839_480.tsv,session_end,1
5,MoveFirst,4,ScreenTouch,1,user_events_20260610_163328_660.tsv,touch_started,17
5,MoveFirst,4,ScreenTouch,1,user_events_20260610_163328_660.tsv,touch_ended,17
5,MoveFirst,4,ScreenTouch,1,user_events_20260610_163328_660.tsv,candidate_changed,14
5,MoveFirst,4,ScreenTouch,1,user_events_20260610_163328_660.tsv,mode_changed,6
5,MoveFirst,4,ScreenTouch,1,user_events_20260610_163328_660.tsv,pose_tracking_lost,2
5,MoveFirst,4,ScreenTouch,1,user_events_20260610_163328_660.tsv,pose_tracking_restored,2
5,MoveFirst,4,ScreenTouch,1,user_events_20260610_163328_660.tsv,selection_confirmed,2
5,MoveFirst,4,ScreenTouch,1,user_events_20260610_163328_660.tsv,detail_entered,2
5,MoveFirst,4,ScreenTouch,1,user_events_20260610_163328_660.tsv,space_pressed,2
5,MoveFirst,4,ScreenTouch,1,user_events_20260610_163328_660.tsv,session_start,1
5,MoveFirst,4,ScreenTouch,1,user_events_20260610_163328_660.tsv,detail_exited,1
5,MoveFirst,4,ScreenTouch,1,user_events_20260610_163328_660.tsv,intro_back_clicked,1
5,MoveFirst,4,ScreenTouch,1,user_events_20260610_163328_660.tsv,session_end,1
5,MoveFirst,5,ScreenTouch,2,user_events_20260610_163504_817.tsv,mode_changed,17
5,MoveFirst,5,ScreenTouch,2,user_events_20260610_163504_817.tsv,touch_started,17
5,MoveFirst,5,ScreenTouch,2,user_events_20260610_163504_817.tsv,touch_ended,17
5,MoveFirst,5,ScreenTouch,2,user_events_20260610_163504_817.tsv,candidate_changed,11
5,MoveFirst,5,ScreenTouch,2,user_events_20260610_163504_817.tsv,selection_confirmed,6
5,MoveFirst,5,ScreenTouch,2,user_events_20260610_163504_817.tsv,detail_entered,6
5,MoveFirst,5,ScreenTouch,2,user_events_20260610_163504_817.tsv,pose_tracking_lost,4
5,MoveFirst,5,ScreenTouch,2,user_events_20260610_163504_817.tsv,pose_tracking_restored,4
5,MoveFirst,5,ScreenTouch,2,user_events_20260610_163504_817.tsv,detail_exited,4
5,MoveFirst,5,ScreenTouch,2,user_events_20260610_163504_817.tsv,space_pressed,2
5,MoveFirst,5,ScreenTouch,2,user_events_20260610_163504_817.tsv,session_start,1
5,MoveFirst,5,ScreenTouch,2,user_events_20260610_163504_817.tsv,intro_back_clicked,1
5,MoveFirst,5,ScreenTouch,2,user_events_20260610_163504_817.tsv,session_end,1
5,MoveFirst,6,ScreenTouch,3,user_events_20260610_163623_770.tsv,touch_started,6
5,MoveFirst,6,ScreenTouch,3,user_events_20260610_163623_770.tsv,touch_ended,6
5,MoveFirst,6,ScreenTouch,3,user_events_20260610_163623_770.tsv,mode_changed,4
5,MoveFirst,6,ScreenTouch,3,user_events_20260610_163623_770.tsv,candidate_changed,4
5,MoveFirst,6,ScreenTouch,3,user_events_20260610_163623_770.tsv,selection_confirmed,2
5,MoveFirst,6,ScreenTouch,3,user_events_20260610_163623_770.tsv,detail_entered,2
5,MoveFirst,6,ScreenTouch,3,user_events_20260610_163623_770.tsv,space_pressed,2
5,MoveFirst,6,ScreenTouch,3,user_events_20260610_163623_770.tsv,session_start,1
5,MoveFirst,6,ScreenTouch,3,user_events_20260610_163623_770.tsv,pose_tracking_lost,1
5,MoveFirst,6,ScreenTouch,3,user_events_20260610_163623_770.tsv,pose_tracking_restored,1
5,MoveFirst,6,ScreenTouch,3,user_events_20260610_163623_770.tsv,detail_exited,1
5,MoveFirst,6,ScreenTouch,3,user_events_20260610_163623_770.tsv,intro_back_clicked,1
5,MoveFirst,6,ScreenTouch,3,user_events_20260610_163623_770.tsv,session_end,1
6,TouchFirst,1,ScreenTouch,1,user_events_20260610_165105_903.tsv,touch_started,15
6,TouchFirst,1,ScreenTouch,1,user_events_20260610_165105_903.tsv,touch_ended,15
6,TouchFirst,1,ScreenTouch,1,user_events_20260610_165105_903.tsv,mode_changed,13
6,TouchFirst,1,ScreenTouch,1,user_events_20260610_165105_903.tsv,candidate_changed,10
6,TouchFirst,1,ScreenTouch,1,user_events_20260610_165105_903.tsv,selection_confirmed,4
6,TouchFirst,1,ScreenTouch,1,user_events_20260610_165105_903.tsv,detail_entered,4
6,TouchFirst,1,ScreenTouch,1,user_events_20260610_165105_903.tsv,detail_exited,4
6,TouchFirst,1,ScreenTouch,1,user_events_20260610_165105_903.tsv,pose_tracking_lost,3
6,TouchFirst,1,ScreenTouch,1,user_events_20260610_165105_903.tsv,pose_tracking_restored,3
6,TouchFirst,1,ScreenTouch,1,user_events_20260610_165105_903.tsv,space_pressed,2
6,TouchFirst,1,ScreenTouch,1,user_events_20260610_165105_903.tsv,session_start,1
6,TouchFirst,1,ScreenTouch,1,user_events_20260610_165105_903.tsv,intro_back_clicked,1
6,TouchFirst,1,ScreenTouch,1,user_events_20260610_165105_903.tsv,session_end,1
6,TouchFirst,2,ScreenTouch,2,user_events_20260610_165229_129.tsv,touch_started,22
6,TouchFirst,2,ScreenTouch,2,user_events_20260610_165229_129.tsv,touch_ended,22
6,TouchFirst,2,ScreenTouch,2,user_events_20260610_165229_129.tsv,mode_changed,17
6,TouchFirst,2,ScreenTouch,2,user_events_20260610_165229_129.tsv,candidate_changed,9
6,TouchFirst,2,ScreenTouch,2,user_events_20260610_165229_129.tsv,selection_confirmed,7
6,TouchFirst,2,ScreenTouch,2,user_events_20260610_165229_129.tsv,detail_entered,7
6,TouchFirst,2,ScreenTouch,2,user_events_20260610_165229_129.tsv,detail_exited,7
6,TouchFirst,2,ScreenTouch,2,user_events_20260610_165229_129.tsv,pose_tracking_lost,2
6,TouchFirst,2,ScreenTouch,2,user_events_20260610_165229_129.tsv,pose_tracking_restored,2
6,TouchFirst,2,ScreenTouch,2,user_events_20260610_165229_129.tsv,space_pressed,2
6,TouchFirst,2,ScreenTouch,2,user_events_20260610_165229_129.tsv,session_start,1
6,TouchFirst,2,ScreenTouch,2,user_events_20260610_165229_129.tsv,intro_back_clicked,1
6,TouchFirst,2,ScreenTouch,2,user_events_20260610_165229_129.tsv,session_end,1
6,TouchFirst,3,ScreenTouch,3,user_events_20260610_165356_848.tsv,mode_changed,19
6,TouchFirst,3,ScreenTouch,3,user_events_20260610_165356_848.tsv,touch_started,18
6,TouchFirst,3,ScreenTouch,3,user_events_20260610_165356_848.tsv,touch_ended,18
6,TouchFirst,3,ScreenTouch,3,user_events_20260610_165356_848.tsv,candidate_changed,12
6,TouchFirst,3,ScreenTouch,3,user_events_20260610_165356_848.tsv,pose_tracking_lost,5
6,TouchFirst,3,ScreenTouch,3,user_events_20260610_165356_848.tsv,pose_tracking_restored,5
6,TouchFirst,3,ScreenTouch,3,user_events_20260610_165356_848.tsv,selection_confirmed,5
6,TouchFirst,3,ScreenTouch,3,user_events_20260610_165356_848.tsv,detail_entered,5
6,TouchFirst,3,ScreenTouch,3,user_events_20260610_165356_848.tsv,detail_exited,5
6,TouchFirst,3,ScreenTouch,3,user_events_20260610_165356_848.tsv,space_pressed,2
6,TouchFirst,3,ScreenTouch,3,user_events_20260610_165356_848.tsv,session_start,1
6,TouchFirst,3,ScreenTouch,3,user_events_20260610_165356_848.tsv,intro_back_clicked,1
6,TouchFirst,3,ScreenTouch,3,user_events_20260610_165356_848.tsv,session_end,1
6,TouchFirst,4,MoveDistance,1,user_events_20260610_165835_805.tsv,candidate_changed,32
6,TouchFirst,4,MoveDistance,1,user_events_20260610_165835_805.tsv,mode_changed,11
6,TouchFirst,4,MoveDistance,1,user_events_20260610_165835_805.tsv,touch_started,5
6,TouchFirst,4,MoveDistance,1,user_events_20260610_165835_805.tsv,touch_ended,5
6,TouchFirst,4,MoveDistance,1,user_events_20260610_165835_805.tsv,selection_confirmed,3
6,TouchFirst,4,MoveDistance,1,user_events_20260610_165835_805.tsv,detail_entered,3
6,TouchFirst,4,MoveDistance,1,user_events_20260610_165835_805.tsv,pose_tracking_lost,2
6,TouchFirst,4,MoveDistance,1,user_events_20260610_165835_805.tsv,pose_tracking_restored,2
6,TouchFirst,4,MoveDistance,1,user_events_20260610_165835_805.tsv,space_pressed,2
6,TouchFirst,4,MoveDistance,1,user_events_20260610_165835_805.tsv,detail_exited,2
6,TouchFirst,4,MoveDistance,1,user_events_20260610_165835_805.tsv,session_start,1
6,TouchFirst,4,MoveDistance,1,user_events_20260610_165835_805.tsv,intro_back_clicked,1
6,TouchFirst,4,MoveDistance,1,user_events_20260610_165835_805.tsv,session_end,1
6,TouchFirst,5,MoveDistance,2,user_events_20260610_165937_371.tsv,candidate_changed,34
6,TouchFirst,5,MoveDistance,2,user_events_20260610_165937_371.tsv,mode_changed,28
6,TouchFirst,5,MoveDistance,2,user_events_20260610_165937_371.tsv,touch_started,13
6,TouchFirst,5,MoveDistance,2,user_events_20260610_165937_371.tsv,touch_ended,12
6,TouchFirst,5,MoveDistance,2,user_events_20260610_165937_371.tsv,selection_confirmed,7
6,TouchFirst,5,MoveDistance,2,user_events_20260610_165937_371.tsv,detail_entered,7
6,TouchFirst,5,MoveDistance,2,user_events_20260610_165937_371.tsv,pose_tracking_lost,5
6,TouchFirst,5,MoveDistance,2,user_events_20260610_165937_371.tsv,pose_tracking_restored,5
6,TouchFirst,5,MoveDistance,2,user_events_20260610_165937_371.tsv,detail_exited,5
6,TouchFirst,5,MoveDistance,2,user_events_20260610_165937_371.tsv,space_pressed,2
6,TouchFirst,5,MoveDistance,2,user_events_20260610_165937_371.tsv,session_start,1
6,TouchFirst,5,MoveDistance,2,user_events_20260610_165937_371.tsv,intro_back_clicked,1
6,TouchFirst,5,MoveDistance,2,user_events_20260610_165937_371.tsv,session_end,1
6,TouchFirst,6,MoveDistance,3,user_events_20260610_170054_295.tsv,candidate_changed,19
6,TouchFirst,6,MoveDistance,3,user_events_20260610_170054_295.tsv,mode_changed,9
6,TouchFirst,6,MoveDistance,3,user_events_20260610_170054_295.tsv,pose_tracking_lost,3
6,TouchFirst,6,MoveDistance,3,user_events_20260610_170054_295.tsv,touch_started,3
6,TouchFirst,6,MoveDistance,3,user_events_20260610_170054_295.tsv,touch_ended,3
6,TouchFirst,6,MoveDistance,3,user_events_20260610_170054_295.tsv,pose_tracking_restored,2
6,TouchFirst,6,MoveDistance,3,user_events_20260610_170054_295.tsv,selection_confirmed,2
6,TouchFirst,6,MoveDistance,3,user_events_20260610_170054_295.tsv,detail_entered,2
6,TouchFirst,6,MoveDistance,3,user_events_20260610_170054_295.tsv,space_pressed,2
6,TouchFirst,6,MoveDistance,3,user_events_20260610_170054_295.tsv,session_start,1
6,TouchFirst,6,MoveDistance,3,user_events_20260610_170054_295.tsv,detail_exited,1
6,TouchFirst,6,MoveDistance,3,user_events_20260610_170054_295.tsv,intro_back_clicked,1
6,TouchFirst,6,MoveDistance,3,user_events_20260610_170054_295.tsv,session_end,1
